paper_id,issue_year,field_jel,team_size,author_cluster_id,idea_quality,offshelf_llm_score,execution_quality,connection_index,author_ability_index,team_max_prior_publications,team_mean_prior_publications,team_max_prior_top5_publications,team_sum_prior_top5_publications,team_max_years_since_first_publication,team_mean_years_since_first_publication,author_prior_publications_total,author_prior_publications_recent_5yr,author_prior_top5_publications,author_years_since_first_publication,coauthor_network_degree_max,coauthor_network_degree_mean,coauthor_network_centrality_max,has_star_coauthor,institution_prestige_best_tier,institution_prestige_mean_tier,n_authors_moved_to_better_institution,author_ever_editor,author_ever_top5_editor,editor_tenure_years_max,editor_tenure_years_sum,has_editor_coauthor,n_editor_coauthors,n_advisors_who_are_top5_editors,acknowledged_editors,idea_quality_ensemble,placement_rung,placement_label,reached_top5,prestige,log_citations,idea_tier,offshelf_llm_tier,has_editor_tie,connection_tier
w18379,2012,E,2,1697,2.9243905000000003,2.1999999999999997,3.15,-0.2200250247711161,0.23216508933382,217.0,168.5,9.0,10.0,32.0,27.5,120.0,69.0,1.0,32.0,28.0,21.0,0.021468,1,2.0,2.0,0.0,0,0,0,0,1,5,0,0.0,2.809793379499516,1,lower,0,0,0.0,strong,fair,0,none
w18380,2012,E,3,318,2.4472674999999997,2.0999999999999996,3.85,-0.0994276609197797,-0.9722974839671928,217.0,125.67,9.0,10.0,32.0,21.0,40.0,25.0,0.0,8.0,28.0,15.33,0.021468,1,2.0,2.0,0.0,0,0,0,0,1,5,0,3.0,2.289029105814928,2,mid,0,0,3.6888794541139363,fair,fair,1,low
w18382,2012,C,3,415,1.926163,1.35,3.85,0.2578181312418759,0.2584828706548866,276.0,180.0,11.0,22.0,150.0,68.67,166.0,30.0,11.0,29.0,26.0,19.0,0.027209,1,3.0,3.0,0.0,1,0,1,1,1,13,0,0.0,2.010360812397672,2,mid,0,0,4.897839799950911,limited,limited,1,high
w18383,2012,N,2,1112,1.888188,2.15,3.0,0.1375536999592881,-1.1078855324840553,203.0,109.0,1.0,1.0,45.0,26.5,15.0,12.0,0.0,8.0,30.0,17.0,0.034918,1,2.0,2.5,1.0,0,0,0,0,1,7,0,0.0,1.7585023916777347,2,mid,0,0,3.8066624897703196,fair,fair,0,none
w18384,2012,D,2,1703,3.2357045,2.75,4.15,-0.776271820817265,-1.4195205057758842,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0,0,0,0,0,0,0,0.0,3.1009821907385513,0,unmatched,0,0,0.0,strong,strong,0,none
w18385,2012,L,2,1704,2.9301399999999997,2.1999999999999997,4.15,-0.0774442823005893,-0.570232461226835,102.0,74.5,1.0,1.0,17.0,13.5,47.0,31.0,1.0,17.0,9.0,7.0,0.005338,1,2.0,2.0,1.0,0,0,0,0,1,4,0,0.0,3.084847488576232,0,unmatched,0,0,0.0,strong,fair,0,none
w18386,2012,E,2,210,1.993003,2.0999999999999996,3.15,-0.0215472783868639,2.1002702518354783,206.0,126.0,28.0,32.0,38.0,29.5,206.0,48.0,28.0,38.0,11.0,9.5,0.015619,1,2.0,2.0,1.0,0,0,0,0,1,3,0,0.0,2.016539027333595,1,lower,0,0,0.0,fair,fair,0,none
w18387,2012,J,3,1705,3.745427,2.75,5.0,-0.5246272088250931,-0.9275107412178556,39.0,22.67,2.0,4.0,15.0,11.0,13.0,9.0,2.0,10.0,17.0,10.0,0.013575,0,1.0,1.67,1.0,0,0,0,0,1,9,0,1.0,3.754785838283032,4,top5,1,1,6.546785410760524,exceptional,strong,1,low
w18388,2012,G,2,1706,2.210183,2.1999999999999997,2.85,0.0745726814910557,0.9732232386090108,67.0,51.0,0.0,0.0,82.0,54.0,67.0,26.0,0.0,82.0,11.0,7.0,0.010763,1,2.0,2.5,1.0,0,0,0,0,1,1,0,0.0,2.033558926734531,2,mid,0,0,2.995732273553991,fair,fair,0,none
w18389,2012,H,3,1249,2.695986,2.15,3.45,0.232719888542577,0.7291077019865739,173.0,99.67,6.0,8.0,43.0,23.0,173.0,64.0,6.0,43.0,31.0,19.0,0.026562,1,2.0,2.0,2.0,0,0,0,0,1,10,0,0.0,2.4684536314666765,0,unmatched,0,0,0.0,fair,fair,0,none
w18390,2012,Q,3,560,3.0311495,2.15,3.85,-0.3527870260198052,-0.103890650473448,76.0,34.33,3.0,3.0,24.0,11.0,76.0,43.0,3.0,24.0,23.0,10.33,0.004118,1,2.0,2.0,0.0,0,0,0,0,1,1,0,0.0,2.9228206812412747,0,unmatched,0,0,0.0,strong,fair,0,none
w18391,2012,C,1,25,2.6776175,2.15,4.35,0.1235958627375174,0.3566385863581475,368.0,368.0,8.0,8.0,36.0,36.0,368.0,75.0,8.0,36.0,38.0,38.0,0.029291,1,2.0,2.0,0.0,0,0,0,0,1,7,0,3.0,2.6271885678476177,3,top_field,0,1,6.175867270105761,strong,fair,1,mid
w18392,2012,D,3,1412,3.1288004999999997,2.1999999999999997,4.3,0.240923082835674,1.4384833384514788,397.0,216.67,31.0,52.0,109.0,52.33,199.0,76.0,15.0,37.0,43.0,33.0,0.054594,1,2.0,2.0,1.0,1,0,2,2,1,18,0,0.0,3.080473671832619,0,unmatched,0,0,0.0,strong,fair,1,high
w18394,2012,G,3,1707,3.4657425,2.15,4.3,-0.1538553316109055,-0.7287649458734577,597.0,219.0,16.0,16.0,47.0,19.33,55.0,38.0,0.0,11.0,47.0,18.67,0.063576,1,1.0,1.67,1.0,1,0,1,1,1,10,0,0.0,3.4684175891964113,0,unmatched,0,0,0.0,strong,fair,1,low
w18395,2012,G,1,549,1.9679279999999997,2.15,2.75,-0.2524280678561683,-0.105446233970815,133.0,133.0,4.0,4.0,38.0,38.0,133.0,23.0,4.0,38.0,15.0,15.0,0.008375,1,2.0,2.0,0.0,0,0,0,0,1,3,0,0.0,1.9810091308724305,0,unmatched,0,0,0.0,fair,fair,0,none
w18396,2012,N,2,44,2.7140855000000004,2.75,3.15,0.3847042830815302,-0.2614484049515922,553.0,378.0,11.0,12.0,51.0,48.0,203.0,29.0,1.0,45.0,30.0,29.0,0.037919,1,2.0,2.0,2.0,0,0,0,0,1,11,0,0.0,2.131884464882638,0,unmatched,0,0,0.0,fair,strong,0,none
w18397,2012,E,1,136,2.7547854999999997,2.15,2.0,-0.0318273594247877,-0.6744695407887853,73.0,73.0,0.0,0.0,24.0,24.0,73.0,22.0,0.0,24.0,8.0,8.0,0.004932,1,3.0,3.0,0.0,0,0,0,0,0,0,0,0.0,2.705201271673456,0,unmatched,0,0,0.0,fair,fair,0,none
w18398,2012,G,2,737,2.5191795,2.15,2.15,-0.2586718585127913,-0.1860888512620266,90.0,52.0,5.0,5.0,15.0,12.5,90.0,45.0,5.0,15.0,25.0,14.5,0.029211,1,2.0,2.0,0.0,0,0,0,0,1,6,0,0.0,2.2978155039443604,0,unmatched,0,0,0.0,fair,fair,0,none
w18400,2012,R,3,1708,2.1415249999999997,2.15,2.65,-0.1675623823824233,-0.0938546514777861,372.0,183.33,15.0,18.0,71.0,50.0,109.0,25.0,3.0,38.0,47.0,18.67,0.084016,1,1.0,2.33,0.0,0,0,0,0,1,19,0,2.0,1.96054683956537,1,lower,0,0,2.772588722239781,fair,fair,1,low
w18401,2012,D,3,1111,3.9454565,2.85,4.35,0.3353722087733098,1.543700390947418,154.0,68.0,21.0,25.0,19.0,11.67,154.0,74.0,21.0,19.0,35.0,17.33,0.028945,1,2.0,2.0,0.0,1,0,3,3,1,12,1,2.0,3.9505330671386374,1,lower,0,0,5.752572638825633,exceptional,strong,1,high
w18402,2012,I,3,1709,2.074553,2.15,3.85,-0.3872143794478085,-0.7496027571591797,245.0,164.67,1.0,1.0,52.0,32.33,245.0,45.0,0.0,25.0,43.0,19.0,0.03158,1,1.0,2.33,0.0,0,0,0,0,1,9,0,0.0,2.0440236045785594,0,unmatched,0,0,0.0,fair,fair,0,none
w18403,2012,R,3,470,2.4884674999999996,2.15,3.15,-0.0048665116979799,-0.0551007594903792,137.0,90.33,6.0,7.0,27.0,22.33,137.0,37.0,6.0,26.0,12.0,6.67,0.004211,1,2.0,2.33,1.0,0,0,0,0,1,2,0,0.0,2.3273622799805613,0,unmatched,0,0,0.0,fair,fair,0,none
w18404,2012,F,1,1604,3.3249725000000003,2.15,3.35,-0.3649800623775096,0.062296958641001,154.0,154.0,9.0,9.0,21.0,21.0,154.0,40.0,9.0,21.0,14.0,14.0,0.022353,1,2.0,2.0,0.0,0,0,0,0,0,0,0,0.0,3.323741620057401,0,unmatched,0,0,0.0,strong,fair,0,none
w18405,2012,O,2,1710,1.72913,2.1999999999999997,3.0,0.0907681953906252,-1.2869120390537705,113.0,59.0,7.0,7.0,39.0,22.0,5.0,4.0,0.0,5.0,11.0,6.0,0.009603,1,3.0,3.0,0.0,0,0,0,0,1,4,0,0.0,1.6903152747868986,0,unmatched,0,0,0.0,fair,fair,0,none
w18406,2012,D,1,1434,3.4320425,2.85,4.35,0.2575322452051742,-0.8694462363576915,25.0,25.0,2.0,2.0,7.0,7.0,25.0,20.0,2.0,7.0,2.0,2.0,0.000187,0,2.0,2.0,0.0,0,0,0,0,0,0,2,4.0,3.4241223559287275,3,top_field,0,1,3.6888794541139363,strong,strong,1,high
w18407,2012,I,4,1711,2.821642,2.15,3.8,-0.270866116507599,-1.458224124690296,271.0,76.75,0.0,0.0,112.0,57.25,1.0,1.0,0.0,0.0,14.0,6.25,0.011908,1,2.0,2.25,0.0,0,0,0,0,1,3,0,0.0,2.4408615833410447,2,mid,0,0,4.543294782270004,strong,fair,0,none
w18408,2012,E,2,21,3.4259630000000003,2.85,4.05,-0.276327288738616,-1.260941806241512,61.0,35.5,2.0,2.0,16.0,9.5,10.0,10.0,0.0,3.0,10.0,6.5,0.005281,1,2.0,2.0,0.0,0,0,0,0,1,4,0,1.0,3.4901448346510544,4,top5,1,1,5.560681631015528,strong,strong,1,low
w18409,2012,E,1,617,3.0997865,2.15,3.85,-0.0584396825316758,-0.6109535188053541,104.0,104.0,3.0,3.0,23.0,23.0,104.0,17.0,3.0,23.0,6.0,6.0,0.008385,1,2.0,2.0,1.0,0,0,0,0,1,3,0,0.0,3.039301919004196,2,mid,0,0,4.3694478524670215,strong,fair,0,none
w18410,2012,J,2,1438,2.4459,2.85,4.15,0.0391092607657523,0.8868469447471126,282.0,244.5,19.0,35.0,39.0,36.0,282.0,46.0,16.0,39.0,56.0,46.0,0.082722,1,2.0,2.0,0.0,0,0,0,0,1,21,0,0.0,2.295796388097447,3,top_field,0,1,5.736572297479192,fair,strong,0,none
w18411,2012,G,4,1712,2.231406,2.15,4.3,0.3403730321057995,-0.7963634968753428,597.0,170.5,16.0,18.0,51.0,35.75,50.0,17.0,1.0,17.0,47.0,17.0,0.063571,1,1.0,1.75,2.0,1,0,1,1,1,11,0,4.0,2.148861120037199,3,top_field,0,1,5.817111159963204,fair,fair,1,high
w18412,2012,C,3,1713,2.8956375,2.15,3.8,-0.1498339518174546,0.1293833814031512,137.0,65.67,6.0,11.0,19.0,10.33,137.0,61.0,6.0,19.0,17.0,12.0,0.015707,1,2.0,2.0,0.0,1,0,3,3,1,5,0,0.0,2.780835454036916,2,mid,0,0,6.90875477931522,fair,fair,1,low
w18413,2012,D,3,1714,3.814288,2.85,2.95,-0.2071097958897028,-1.09372958488701,198.0,97.0,7.0,8.0,34.0,17.0,14.0,11.0,0.0,9.0,22.0,8.67,0.009209,1,1.0,2.33,1.0,0,0,0,0,1,7,0,0.0,3.8582354741249674,4,top5,1,1,5.298317366548036,exceptional,strong,0,none
w18414,2012,F,4,1715,2.9523085,2.1999999999999997,4.25,0.1715858310082922,-1.0251236890809663,126.0,66.67,4.0,4.0,17.0,11.33,19.0,18.0,0.0,8.0,26.0,12.67,0.011528,1,2.0,2.67,1.0,1,0,1,1,1,5,0,0.0,2.9000377570181683,3,top_field,0,1,4.143134726391533,strong,fair,1,mid
w18415,2012,F,4,1716,2.4473285,2.1999999999999997,3.85,0.4832846364415334,-0.1474966055552052,296.0,137.75,0.0,0.0,36.0,19.0,206.0,70.0,0.0,29.0,10.0,6.25,0.005511,1,2.0,2.25,3.0,0,0,0,0,1,2,0,0.0,2.4049267825794898,3,top_field,0,1,3.8918202981106265,fair,fair,0,none
w18416,2012,N,2,1342,3.1541810000000003,2.1999999999999997,4.55,-0.2472735711939007,-1.3383490440703365,24.0,14.0,4.0,4.0,7.0,5.0,4.0,4.0,0.0,3.0,12.0,6.5,0.011859,1,1.0,2.0,1.0,0,0,0,0,1,5,0,0.0,3.06157098002444,3,top_field,0,1,4.406719247264253,strong,fair,0,none
w18417,2012,D,3,1717,3.233737,2.15,4.65,0.6991711121416111,-0.5590461864909733,147.0,53.67,3.0,3.0,32.0,18.33,6.0,4.0,0.0,32.0,16.0,7.67,0.005083,1,1.0,2.33,0.0,0,0,0,0,1,3,1,12.0,3.1892941640608,0,unmatched,0,0,0.0,strong,fair,1,high
w18418,2012,K,1,474,3.2956345,2.75,4.45,-0.2136115327591234,0.5926976596324827,286.0,286.0,13.0,13.0,43.0,43.0,286.0,37.0,13.0,43.0,10.0,10.0,0.009316,1,2.0,2.0,0.0,0,0,0,0,1,2,0,1.0,3.132922390652055,1,lower,0,0,2.995732273553991,strong,strong,1,low
w18419,2012,I,1,1293,2.570768,2.75,4.35,0.0422000231885196,2.452378413158645,75.0,75.0,5.0,5.0,107.0,107.0,75.0,52.0,5.0,107.0,12.0,12.0,0.007416,1,2.0,2.0,1.0,0,0,0,0,1,2,0,1.0,2.528631992823239,4,top5,1,1,4.955827057601261,limited,strong,1,mid
w18420,2012,E,2,1718,3.4479420000000003,2.15,4.35,0.3321899007610581,0.2628705848727767,89.0,48.0,2.0,2.0,50.0,27.5,89.0,29.0,2.0,50.0,25.0,13.0,0.022082,1,3.0,3.0,0.0,0,0,0,0,1,2,0,3.0,3.469416239244718,4,top5,1,1,6.680854678790215,strong,fair,1,high
w18421,2012,E,1,685,3.5723839999999996,2.85,1.85,-0.010620067874191,0.4236915526364175,125.0,125.0,5.0,5.0,41.0,41.0,125.0,45.0,5.0,41.0,12.0,12.0,0.011731,1,2.0,2.0,1.0,0,0,0,0,1,3,0,0.0,3.5833474722470853,0,unmatched,0,0,0.0,exceptional,strong,0,none
w18422,2012,I,3,177,3.6399495,2.25,4.15,-0.2633506532893377,-0.9879275074339046,231.0,107.33,3.0,3.0,25.0,17.67,44.0,16.0,0.0,13.0,7.0,4.33,0.001532,1,2.0,2.33,0.0,0,0,0,0,1,2,0,0.0,3.6530815709948072,3,top_field,0,1,3.8501476017100584,exceptional,fair,0,none
w18423,2012,H,2,1719,2.735755,2.15,3.55,0.1437576600780747,1.9446015618301848,458.0,251.5,28.0,29.0,33.0,23.5,458.0,90.0,28.0,33.0,80.0,43.5,0.118143,1,1.0,2.0,1.0,0,0,0,0,1,21,0,1.0,2.6158667837068146,2,mid,0,0,5.616771097666572,fair,fair,1,mid
w18424,2012,H,2,1720,3.694637,2.15,2.55,-0.0327781754451894,-1.199448717909925,55.0,32.5,3.0,3.0,11.0,9.0,10.0,7.0,0.0,7.0,16.0,9.5,0.020396,1,2.0,2.0,1.0,0,0,0,0,1,3,0,0.0,3.728067049277029,0,unmatched,0,0,0.0,exceptional,fair,0,none
w18425,2012,H,3,1721,3.9062405,2.85,3.85,0.0440987142566898,-0.4928813472193254,74.0,46.33,3.0,6.0,63.0,27.0,55.0,37.0,3.0,11.0,16.0,8.67,0.020396,1,2.0,2.33,1.0,0,0,0,0,1,3,0,0.0,3.921756726386183,4,top5,1,1,5.501258210544727,exceptional,strong,0,none
w18426,2012,E,1,45,2.9287575,2.15,2.75,-0.2511064986561763,0.1329270294006689,161.0,161.0,9.0,9.0,22.0,22.0,161.0,44.0,9.0,22.0,12.0,12.0,0.014555,1,2.0,2.0,0.0,0,0,0,0,1,3,0,0.0,2.8310211959493716,2,mid,0,0,1.6094379124341003,strong,fair,0,none
w18427,2012,G,4,1722,2.3624165,2.15,3.35,0.1193184191949015,0.1989140007569075,234.0,95.5,4.0,8.0,43.0,21.5,234.0,79.0,4.0,27.0,43.0,15.75,0.040999,1,3.0,3.0,0.0,0,0,0,0,1,7,0,0.0,2.0099816188546575,2,mid,0,0,3.7612001156935624,fair,fair,0,none
w18428,2012,F,3,1688,2.5979694999999996,2.1999999999999997,3.15,0.1274426164581722,-0.9333278919993476,243.0,129.33,10.0,11.0,53.0,28.33,38.0,15.0,0.0,15.0,52.0,22.0,0.084885,1,2.0,2.33,1.0,0,0,0,0,1,21,0,0.0,2.198765064296188,2,mid,0,0,5.62040086571715,fair,fair,0,none
w18429,2012,I,2,177,3.8112135,2.85,4.15,-0.3545464087017476,-0.6124904547858522,47.0,23.5,3.0,3.0,15.0,15.0,47.0,21.0,3.0,15.0,7.0,3.5,0.001532,1,2.0,2.0,0.0,0,0,0,0,1,1,0,0.0,3.8299289383539112,0,unmatched,0,0,0.0,exceptional,strong,0,none
w18430,2012,D,2,1723,3.010097,2.15,4.0,0.2230807878857478,0.2860595112987998,130.0,72.5,7.0,7.0,21.0,13.5,130.0,61.0,7.0,21.0,13.0,7.5,0.005275,1,2.0,2.0,2.0,0,0,0,0,1,3,0,1.0,2.9651717990662463,0,unmatched,0,0,0.0,strong,fair,1,mid
w18431,2012,E,3,1724,3.3314975,2.75,4.15,-0.094623839511941,-1.2573454025674389,107.0,54.0,3.0,3.0,24.0,16.0,1.0,0.0,0.0,8.0,2.0,1.0,0.000502,1,3.0,3.0,0.0,0,0,0,0,0,0,0,0.0,3.3241471392288076,3,top_field,0,1,0.0,strong,strong,0,none
w18432,2012,E,3,1725,3.055048,2.1999999999999997,4.15,0.4704380857141541,-1.1295880808116396,134.0,82.67,7.0,8.0,40.0,24.0,13.0,12.0,0.0,7.0,18.0,10.0,0.009846,1,2.0,2.0,3.0,0,0,0,0,1,7,0,1.0,2.8610566832343487,2,mid,0,0,2.6390573296152584,strong,fair,1,high
w18433,2012,H,2,1286,3.9420735,2.15,4.15,0.4037785535408861,0.2621012899905877,93.0,83.5,14.0,25.0,22.0,19.0,74.0,37.0,11.0,16.0,31.0,25.0,0.029144,1,3.0,3.0,0.0,0,0,0,0,1,14,0,3.0,3.953822233600873,0,unmatched,0,0,0.0,exceptional,fair,1,high
w18434,2012,E,3,1726,2.7594864999999995,2.1999999999999997,3.65,-0.4635265893935689,-1.3114597103711372,29.0,19.33,1.0,1.0,10.0,8.0,1.0,0.0,0.0,6.0,14.0,7.0,0.009104,0,2.0,2.5,0.0,0,0,0,0,1,4,0,0.0,2.5150638414686783,0,unmatched,0,0,0.0,strong,fair,0,none
w18435,2012,G,3,1727,2.2186414999999995,2.15,4.05,0.0245079698713965,1.8465835557781336,104.0,73.67,0.0,0.0,107.0,50.67,104.0,45.0,0.0,107.0,9.0,3.0,0.000849,1,3.0,3.0,0.0,0,0,0,0,1,7,0,0.0,2.0065662590231024,3,top_field,0,1,7.8709295967551425,fair,fair,0,none
w18436,2012,D,2,1728,3.324636,2.15,3.65,-0.2743829906487453,-1.445322918385492,38.0,20.0,2.0,2.0,6.0,3.0,2.0,2.0,0.0,0.0,14.0,7.5,0.005545,0,2.0,2.0,1.0,0,0,0,0,1,1,0,1.0,3.3093628343267003,2,mid,0,0,2.833213344056216,strong,fair,1,low
w18437,2012,I,3,518,3.156949,2.85,4.15,0.2784680717712318,-1.040366557767603,78.0,58.67,5.0,5.0,59.0,40.67,25.0,25.0,0.0,4.0,13.0,7.0,0.006972,1,3.0,3.0,0.0,0,0,0,0,1,2,0,3.0,3.124672498316966,3,top_field,0,1,3.9318256327243257,fair,strong,1,high
w18438,2012,N,3,1729,3.420082,2.15,3.55,0.1883429965311165,-0.8357335207015871,78.0,50.0,1.0,1.0,11.0,7.67,35.0,31.0,1.0,6.0,11.0,7.0,0.009252,1,2.0,2.0,2.0,0,0,0,0,1,1,0,0.0,3.4214307724142934,3,top_field,0,1,4.499809670330265,strong,fair,0,none
w18439,2012,H,2,221,3.2310834999999996,2.1999999999999997,4.3,-0.3165364571926552,-0.7400704709936942,40.0,36.5,1.0,1.0,6.0,5.5,40.0,38.0,1.0,6.0,13.0,11.0,0.004932,0,2.0,2.0,1.0,0,0,0,0,1,6,0,0.0,3.0044378859744567,3,top_field,0,1,4.356708826689592,strong,fair,0,none
w18440,2012,H,2,1730,3.097531,2.15,3.85,-0.0906933866892579,0.6477287133925959,345.0,176.0,12.0,12.0,39.0,23.0,345.0,63.0,12.0,39.0,56.0,28.5,0.066381,1,2.0,2.0,0.0,0,0,0,0,1,21,0,2.0,3.0507205030883284,0,unmatched,0,0,0.0,strong,fair,1,low
w18441,2012,O,3,1044,3.5228919999999997,2.8,3.5,0.3620415709594308,6.517279573047324,572.0,369.67,55.0,79.0,95.0,49.67,572.0,270.0,55.0,26.0,81.0,37.67,0.098274,1,1.0,1.33,2.0,1,1,3,3,1,37,0,0.0,3.5357939027458136,4,top5,1,1,4.875197323201151,strong,strong,1,high
w18442,2012,H,2,1731,3.0872405,2.15,4.05,-0.158130475527837,-0.0128659903079318,13.0,11.5,0.0,0.0,50.0,28.0,13.0,9.0,0.0,50.0,1.0,1.0,0.0,0,3.0,3.0,0.0,0,0,0,0,0,0,0,3.0,2.9333373358681425,0,unmatched,0,0,0.0,strong,fair,1,low
w18443,2012,F,3,374,2.7569019999999997,2.1999999999999997,2.3,0.0961339064957501,2.4934201607219415,648.0,244.0,14.0,14.0,74.0,31.67,648.0,162.0,14.0,74.0,31.0,12.33,0.0232,1,3.0,3.0,0.0,0,0,0,0,1,5,0,0.0,2.7595077461938646,0,unmatched,0,0,0.0,strong,fair,0,none
w18444,2012,G,2,1732,2.8227975,2.15,2.35,0.0729557739009099,0.977209062685332,109.0,79.5,13.0,13.0,42.0,26.5,109.0,33.0,13.0,42.0,6.0,3.0,0.003555,1,3.0,3.0,0.0,0,0,0,0,1,2,0,0.0,2.7100399223934204,0,unmatched,0,0,0.0,strong,fair,0,none
w18445,2012,E,3,241,2.908279,2.1999999999999997,4.7,0.3252297800933443,3.2943015224034236,465.0,281.5,28.0,37.0,64.0,39.0,465.0,124.0,28.0,64.0,43.0,32.0,0.039554,1,2.0,2.0,1.0,1,0,3,3,1,32,0,3.0,2.874237272598948,4,top5,1,1,6.1463292576688975,strong,fair,1,high
w18446,2012,H,1,1733,3.0765125,2.1999999999999997,3.35,-0.1979362526612981,-0.1105428440829446,97.0,97.0,5.0,5.0,30.0,30.0,97.0,25.0,5.0,30.0,11.0,11.0,0.01079,1,2.0,2.0,0.0,0,0,0,0,1,1,0,1.0,2.8953691229883862,3,top_field,0,1,4.61512051684126,strong,fair,1,low
w18447,2012,E,3,1734,3.2072395,2.15,3.15,-0.2468218626686285,-0.3836325333177043,88.0,43.33,3.0,5.0,79.0,44.0,88.0,41.0,3.0,16.0,20.0,9.33,0.017087,1,2.0,2.0,0.0,1,0,1,1,1,6,0,0.0,3.2152500485562,0,unmatched,0,0,0.0,strong,fair,1,low
w18448,2012,H,4,1735,2.046503,2.1999999999999997,3.15,0.0630047271403736,0.8358955027074741,293.0,123.0,2.0,2.0,43.0,27.0,293.0,113.0,2.0,43.0,23.0,8.0,0.015143,1,3.0,3.0,0.0,0,0,0,0,1,5,0,0.0,1.998190027215931,0,unmatched,0,0,0.0,fair,fair,0,none
w18449,2012,C,4,1136,2.8050305,2.15,4.75,-0.148532491885835,-0.5076904226498788,91.0,47.75,5.0,9.0,28.0,14.0,59.0,35.0,3.0,12.0,20.0,13.0,0.003425,1,2.0,2.25,0.0,1,0,2,2,1,4,0,0.0,2.812620437687701,4,top5,1,1,4.418840607796598,strong,fair,1,low
w18450,2012,G,3,93,3.1128704999999997,2.85,4.35,-0.1019400707015448,0.3646342213521994,99.0,64.5,1.0,1.0,59.0,35.0,99.0,27.0,1.0,59.0,5.0,4.5,0.000621,1,2.0,2.0,0.0,0,0,0,0,1,4,0,4.0,3.0645958485973255,3,top_field,0,1,4.948759890378168,strong,strong,1,low
w18451,2012,D,2,93,3.1838645,2.1999999999999997,4.55,-0.5203635285454224,-1.1951810334252508,13.0,13.0,0.0,0.0,4.0,4.0,13.0,13.0,0.0,4.0,1.0,1.0,5.3e-05,0,2.0,2.0,1.0,0,0,0,0,0,0,0,0.0,3.1284062350753565,4,top5,1,1,5.241747015059643,strong,fair,0,none
w18452,2012,G,2,93,2.0868840000000004,2.75,4.3,-0.5203635285454224,-1.1951810334252508,13.0,13.0,0.0,0.0,4.0,4.0,13.0,13.0,0.0,4.0,1.0,1.0,5.3e-05,0,2.0,2.0,1.0,0,0,0,0,0,0,0,0.0,2.0811459902329896,3,top_field,0,1,5.8522024797744745,fair,strong,0,none
w18453,2012,C,4,537,3.4173405000000003,2.75,4.3,-0.1561877134183771,-0.0882272656090526,398.0,142.5,31.0,48.0,109.0,48.33,53.0,47.0,3.0,20.0,43.0,21.75,0.025164,1,2.0,2.67,0.0,0,0,0,0,1,16,0,0.0,3.2821602062415645,2,mid,0,0,3.6888794541139363,strong,strong,0,none
w18454,2012,F,2,204,3.356589,2.8,2.15,0.2454790789873981,-0.2302254107343556,87.0,76.0,8.0,11.0,44.0,34.0,65.0,33.0,3.0,24.0,16.0,10.0,0.01123,1,2.0,2.0,2.0,0,0,0,0,1,5,0,1.0,3.2824875064049186,0,unmatched,0,0,0.0,strong,strong,1,high
w18455,2012,G,2,136,2.9862279999999997,2.15,2.6,-0.1452658987754717,-0.6744695407887853,104.0,88.5,5.0,5.0,24.0,21.0,73.0,22.0,0.0,24.0,19.0,13.5,0.014442,1,2.0,2.5,0.0,0,0,0,0,1,4,0,0.0,2.967819192933265,1,lower,0,0,3.044522437723423,fair,fair,0,none
w18456,2012,E,3,1736,3.645241,2.75,3.45,0.8458800753681157,-1.0681230543907094,144.0,78.67,13.0,17.0,21.0,16.33,14.0,9.0,1.0,8.0,26.0,14.33,0.014963,1,2.0,2.0,3.0,1,1,3,3,1,8,0,0.0,3.651431759453631,0,unmatched,0,0,0.0,exceptional,strong,1,high
w18457,2012,H,3,1737,3.438118,2.15,4.15,0.0778147493895818,-1.0125399702043707,169.0,71.33,0.0,0.0,15.0,9.67,29.0,24.0,0.0,6.0,7.0,4.33,0.000482,1,3.0,3.0,0.0,0,0,0,0,1,1,0,0.0,3.4337721113964026,0,unmatched,0,0,0.0,strong,fair,0,none
w18458,2012,C,2,1598,3.0600344999999995,2.1999999999999997,3.65,-0.2391112872051514,0.0891419651017217,344.0,193.0,1.0,1.0,46.0,26.5,344.0,74.0,1.0,46.0,9.0,6.0,0.006779,1,1.0,2.0,1.0,0,0,0,0,1,2,0,0.0,2.979457081090235,1,lower,0,0,3.4657359027997265,strong,fair,0,none
w18459,2012,D,2,1522,2.907311,2.1999999999999997,4.3,0.1289690214949081,-0.9382586132510952,91.0,72.5,3.0,4.0,26.0,18.5,54.0,19.0,1.0,11.0,9.0,8.0,0.002906,1,2.0,2.0,1.0,1,0,1,1,1,5,0,2.0,2.85738034700983,0,unmatched,0,0,0.0,strong,fair,1,mid
w18460,2012,A,3,1738,3.3516320000000004,2.75,4.15,0.1571654641221521,-0.5200835589001938,184.0,111.33,9.0,10.0,88.0,44.0,69.0,38.0,1.0,17.0,56.0,21.67,0.045691,1,3.0,3.0,0.0,0,0,0,0,1,15,0,1.0,3.3529428408011785,2,mid,0,0,3.4965075614664802,strong,strong,1,mid
w18461,2012,O,1,1739,2.341836,2.1999999999999997,3.5,-0.0970990789069169,-0.1777144385327774,164.0,164.0,0.0,0.0,22.0,22.0,164.0,73.0,0.0,22.0,0.0,0.0,0.0,1,3.0,3.0,0.0,0,0,0,0,0,0,0,0.0,2.328460598731388,2,mid,0,0,3.6888794541139363,fair,fair,0,none
